,timestamp,publish,media_size,location,user_id
25953,89931,0,63442,"(40.02, 32.54)",27
25954,89932,0,8999,"(6.12, 106.5)",152
25955,89936,0,34405,"(41.18, 2.06)",209
25956,89946,0,125567,"(35.42, 139.0)",11
25957,89948,0,88036,"(13.5, 100.29)",170
25958,89967,0,43099,"(77.02, 38.53)",109
25959,89968,0,70089,"(35.42, 139.0)",143
25960,89970,0,154737,"(49.13, 123.06)",40
25961,89975,0,107684,"(40.02, 32.54)",138
25962,89982,0,74767,"(77.02, 38.53)",62
25963,89983,0,16508,"(14.37, 121.0)",67
25964,89984,0,377009,"(6.15, 75.36)",115
25965,89993,0,86850,"(28.36, 77.12)",107
25966,89994,0,88847,"(35.42, 139.0)",214
25967,90000,0,59367,"(14.37, 121.0)",2
25968,90001,0,49536,"(21.3, 39.1)",2
25969,90008,0,184930,"(21.3, 39.1)",170
25970,90009,0,34234,"(35.42, 139.0)",170
25971,90012,0,74144,"(48.51, 2.2)",38
25972,90020,0,41423,"(35.42, 139.0)",38
25973,90042,0,62395,"(23.38, 102.33)",27
25974,90044,0,12148,"(77.02, 38.53)",138
25975,90046,0,106778,"(14.37, 121.0)",90
25976,90079,0,123945,"(6.12, 106.5)",24
25977,90084,0,715930,"(28.36, 77.12)",20
25978,90086,0,182455,"(21.3, 39.1)",109
25979,90088,0,17723,"(6.12, 106.5)",152
25980,90094,0,68089,"(30.0, 31.17)",152
25981,90100,0,73845,"(40.02, 32.54)",90
25982,90102,0,84697,"(37.35, 127.03)",152
25983,90103,0,95135,"(30.0, 31.17)",115
25984,90106,0,40686,"(35.42, 139.0)",35
25985,90108,1,48096,"(35.42, 139.0)",138
25986,90113,0,69014,"(23.38, 102.33)",40
25987,90118,0,17669,"(77.02, 38.53)",62
25988,90125,0,47188,"(28.36, 77.12)",138
25989,90128,0,80793,"(21.3, 39.1)",51
25990,90131,0,23091,"(6.12, 106.5)",65
25991,90134,0,211277,"(28.36, 77.12)",40
25992,90149,0,47097,"(77.02, 38.53)",100
25993,90156,0,9675,"(35.42, 139.0)",35
25994,90170,0,49999,"(13.5, 100.29)",100
25995,90170,0,29286,"(21.3, 39.1)",170
25996,90175,0,70131,"(47.56, 15.47)",189
25997,90187,0,82847,"(48.51, 2.2)",214
25998,90198,0,173930,"(40.02, 32.54)",38
25999,90207,0,172454,"(77.02, 38.53)",170
26000,90207,0,34651,"(13.5, 100.29)",214
26001,90212,0,86581,"(35.42, 139.0)",27
26002,90215,1,133285,"(13.5, 100.29)",193
26003,90222,0,126479,"(48.08, 11.35)",112
26004,90235,0,77404,"(77.02, 38.53)",79
26005,90239,0,15552,"(51.3, 0.07)",100
26006,90240,0,139069,"(35.42, 139.0)",100
26007,90245,0,65039,"(35.42, 139.0)",127
26008,90253,0,96293,"(41.18, 2.06)",109
26009,90263,0,50837,"(51.3, 0.07)",26
26010,90264,0,195599,"(51.3, 0.07)",67
26011,90266,0,50404,"(77.02, 38.53)",175
26012,90267,0,150284,"(77.02, 38.53)",23
26013,90268,0,45089,"(28.36, 77.12)",127
26014,90274,1,11584,"(35.42, 139.0)",214
26015,90279,0,49537,"(41.18, 2.06)",74
26016,90283,0,159447,"(14.37, 121.0)",214
26017,90285,0,78422,"(47.56, 15.47)",74
26018,90299,0,220188,"(23.38, 102.33)",15
26019,90306,0,166948,"(77.02, 38.53)",115
26020,90333,0,139718,"(3.08, 101.42)",74
26021,90340,0,48369,"(6.12, 106.5)",26
26022,90346,0,151876,"(35.42, 139.0)",26
26023,90354,0,377511,"(35.42, 139.0)",75
26024,90357,0,107294,"(34.2, 58.3)",26
26025,90358,0,84173,"(77.02, 38.53)",109
26026,90360,0,86929,"(35.42, 139.0)",26
26027,90366,0,71473,"(77.02, 38.53)",20
26028,90368,0,29606,"(51.3, 0.07)",35
26029,90369,0,37209,"(40.02, 32.54)",189
26030,90376,0,93835,"(35.42, 139.0)",189
26031,90376,0,172967,"(35.42, 139.0)",100
26032,90384,0,145612,"(23.38, 102.33)",15
26033,90386,1,77924,"(6.12, 106.5)",62
26034,90393,1,117978,"(77.02, 38.53)",189
26035,90399,0,99282,"(77.02, 38.53)",62
26036,90399,0,22082,"(77.02, 38.53)",26
26037,90407,0,19141,"(77.02, 38.53)",15
26038,90407,0,71902,"(77.02, 38.53)",15
26039,90408,0,26698,"(14.37, 121.0)",67
26040,90411,0,93769,"(77.02, 38.53)",138
26041,90415,1,137776,"(6.12, 106.5)",23
26042,90419,0,47115,"(41.18, 2.06)",23
26043,90421,0,245384,"(28.36, 77.12)",15
26044,90425,0,107158,"(23.38, 102.33)",175
26045,90426,0,57401,"(47.56, 15.47)",23
26046,90436,0,31128,"(23.38, 102.33)",79
26047,90439,0,106414,"(14.37, 121.0)",175
26048,90441,0,116120,"(77.02, 38.53)",189
26049,90449,0,22735,"(47.56, 15.47)",145
26050,90452,0,290818,"(21.3, 39.1)",40
26051,90452,0,47600,"(23.38, 102.33)",189
26052,90457,0,95786,"(77.02, 38.53)",77
26053,90460,0,43557,"(51.3, 0.07)",77
26054,90466,0,177988,"(34.2, 58.3)",26
26055,90467,0,122128,"(77.02, 38.53)",133
26056,90472,0,70292,"(77.02, 38.53)",107
26057,90472,0,278014,"(37.35, 127.03)",26
26058,90473,0,202780,"(35.42, 139.0)",157
26059,90480,0,159337,"(6.12, 106.5)",157
26060,90485,0,110341,"(13.5, 100.29)",102
26061,90486,0,152226,"(28.36, 77.12)",77
26062,90492,0,57758,"(21.3, 39.1)",193
26063,90495,0,114021,"(13.5, 100.29)",138
26064,90502,0,36747,"(49.13, 123.06)",157
26065,90502,0,165782,"(51.3, 0.07)",77
26066,90503,0,42896,"(28.36, 77.12)",157
26067,90506,0,67059,"(40.02, 32.54)",133
26068,90507,0,12260,"(77.02, 38.53)",67
26069,90508,0,548958,"(77.02, 38.53)",75
26070,90510,0,32993,"(48.51, 2.2)",133
26071,90511,0,26758,"(48.08, 11.35)",133
26072,90517,0,106402,"(49.13, 123.06)",138
26073,90519,0,38594,"(77.02, 38.53)",138
26074,90521,0,22187,"(6.12, 106.5)",133
26075,90527,0,47033,"(6.12, 106.5)",122
26076,90527,0,74632,"(48.51, 2.2)",175
26077,90528,0,78724,"(30.0, 31.17)",122
26078,90528,0,61043,"(35.42, 139.0)",122
26079,90536,0,99628,"(77.02, 38.53)",138
26080,90540,0,111987,"(77.02, 38.53)",175
26081,90545,0,19616,"(13.5, 100.29)",93
26082,90556,0,95838,"(77.02, 38.53)",133
26083,90557,0,81786,"(35.42, 139.0)",143
26084,90558,0,53300,"(35.42, 139.0)",122
26085,90561,0,64574,"(28.36, 77.12)",175
26086,90562,1,42567,"(14.37, 121.0)",175
26087,90563,0,23108,"(77.02, 38.53)",152
26088,90563,0,82955,"(51.3, 0.07)",152
26089,90564,0,289272,"(77.02, 38.53)",133
26090,90565,0,88316,"(77.02, 38.53)",102
26091,90566,0,277935,"(6.12, 106.5)",79
26092,90566,0,123937,"(34.2, 58.3)",37
26093,90571,0,109023,"(77.02, 38.53)",189
26094,90571,0,11033,"(35.42, 139.0)",26
26095,90573,0,78294,"(21.3, 39.1)",189
26096,90581,0,148055,"(77.02, 38.53)",157
26097,90585,0,28006,"(77.02, 38.53)",157
26098,90598,0,79128,"(77.02, 38.53)",37
26099,90600,0,9828,"(35.42, 139.0)",143
26100,90601,0,54212,"(40.02, 32.54)",26
26101,90605,0,70726,"(77.02, 38.53)",90
26102,90609,0,31745,"(49.13, 123.06)",198
26103,90616,0,7894,"(77.02, 38.53)",82
26104,90618,0,173113,"(77.02, 38.53)",62
26105,90624,0,190365,"(23.38, 102.33)",198
26106,90626,0,15547,"(14.37, 121.0)",145
26107,90626,0,155869,"(77.02, 38.53)",40
26108,90630,0,17796,"(47.56, 15.47)",185
26109,90630,0,73181,"(6.12, 106.5)",143
26110,90630,0,61333,"(35.42, 139.0)",185
26111,90633,0,77754,"(47.56, 15.47)",37
26112,90635,1,144176,"(51.3, 0.07)",14
26113,90638,0,530637,"(35.42, 139.0)",152
26114,90638,0,20461,"(6.12, 106.5)",189
26115,90643,0,42780,"(37.35, 127.03)",157
26116,90643,0,46728,"(77.02, 38.53)",157
26117,90643,0,87629,"(13.5, 100.29)",68
26118,90645,0,208734,"(77.02, 38.53)",143
26119,90648,0,69311,"(28.36, 77.12)",40
26120,90649,0,185670,"(77.02, 38.53)",115
26121,90653,0,160107,"(37.35, 127.03)",40
26122,90654,0,183216,"(21.3, 39.1)",143
26123,90670,0,70846,"(77.02, 38.53)",101
26124,90674,0,108133,"(41.18, 2.06)",163
26125,90677,0,159804,"(35.42, 139.0)",93
26126,90678,0,49981,"(77.02, 38.53)",93
26127,90679,0,480117,"(47.56, 15.47)",198
26128,90682,0,138111,"(77.02, 38.53)",163
26129,90683,0,44440,"(13.5, 100.29)",152
26130,90691,0,42925,"(77.02, 38.53)",82
26131,90692,0,2522,"(51.3, 0.07)",163
26132,90693,0,51686,"(77.02, 38.53)",122
26133,90694,0,128009,"(77.02, 38.53)",130
26134,90703,0,37577,"(28.36, 77.12)",101
26135,90704,0,53465,"(14.37, 121.0)",143
26136,90704,0,37601,"(77.02, 38.53)",82
26137,90705,0,86626,"(77.02, 38.53)",37
26138,90705,0,113630,"(40.02, 32.54)",37
26139,90713,0,124559,"(40.02, 32.54)",37
26140,90713,0,115442,"(77.02, 38.53)",210
26141,90715,0,168350,"(77.02, 38.53)",90
26142,90721,0,242632,"(77.02, 38.53)",101
26143,90727,0,44624,"(13.5, 100.29)",145
26144,90731,0,208400,"(3.08, 101.42)",20
26145,90732,0,94333,"(6.12, 106.5)",103
26146,90734,0,186236,"(41.18, 2.06)",90
26147,90734,0,169694,"(77.02, 38.53)",90
26148,90737,0,81458,"(77.02, 38.53)",143
26149,90742,0,138833,"(77.02, 38.53)",145
26150,90742,0,39299,"(13.5, 100.29)",71
26151,90745,0,25921,"(77.02, 38.53)",37
26152,90747,0,46151,"(23.38, 102.33)",103
26153,90754,1,185218,"(40.02, 32.54)",102
26154,90755,0,28584,"(28.36, 77.12)",100
26155,90765,0,167592,"(34.2, 58.3)",140
26156,90768,0,153627,"(77.02, 38.53)",129
26157,90768,0,25495,"(40.02, 32.54)",94
26158,90770,0,64331,"(37.35, 127.03)",143
26159,90770,0,99347,"(51.3, 0.07)",38
26160,90774,0,30667,"(35.42, 139.0)",140
26161,90775,0,346468,"(77.02, 38.53)",129
26162,90775,0,197203,"(35.42, 139.0)",129
26163,90778,0,43005,"(77.02, 38.53)",140
26164,90779,0,171682,"(35.42, 139.0)",130
26165,90779,0,116838,"(77.02, 38.53)",101
26166,90785,0,50962,"(6.12, 106.5)",145
26167,90785,0,92275,"(35.42, 139.0)",145
26168,90794,0,91481,"(34.2, 58.3)",140
26169,90801,1,72147,"(48.51, 2.2)",140
26170,90803,0,50810,"(23.38, 102.33)",129
26171,90805,0,94686,"(35.42, 139.0)",14
26172,90813,0,22774,"(35.42, 139.0)",20
26173,90817,0,35802,"(35.42, 139.0)",130
26174,90822,0,9865,"(77.02, 38.53)",14
26175,90822,0,191040,"(48.51, 2.2)",14
26176,90824,0,11638,"(34.2, 58.3)",90
26177,90826,0,20710,"(48.51, 2.2)",210
26178,90831,0,79265,"(77.02, 38.53)",189
26179,90834,0,38805,"(77.02, 38.53)",130
26180,90840,0,131723,"(77.02, 38.53)",152
26181,90845,0,33625,"(47.56, 15.47)",198
26182,90849,0,97688,"(51.3, 0.07)",67
26183,90849,0,37452,"(23.38, 102.33)",175
26184,90852,0,49196,"(41.18, 2.06)",68
26185,90852,0,150545,"(77.02, 38.53)",128
26186,90853,0,111191,"(77.02, 38.53)",198
26187,90854,0,94753,"(35.42, 139.0)",152
26188,90862,0,116902,"(77.02, 38.53)",214
26189,90864,0,18851,"(77.02, 38.53)",102
26190,90868,0,17199,"(35.42, 139.0)",170
26191,90874,0,62342,"(34.2, 58.3)",130
26192,90886,0,43363,"(30.0, 31.17)",107
26193,90891,1,252495,"(13.5, 100.29)",102
26194,90893,0,131113,"(41.18, 2.06)",191
26195,90903,0,60519,"(77.02, 38.53)",102
26196,90909,0,152769,"(35.42, 139.0)",198
26197,90913,0,147484,"(21.3, 39.1)",163
26198,90915,0,29246,"(35.42, 139.0)",83
26199,90919,0,59507,"(51.3, 0.07)",163
26200,90924,0,199781,"(77.02, 38.53)",145
26201,90932,0,97027,"(13.5, 100.29)",26
26202,90933,0,19508,"(47.56, 15.47)",82
26203,90933,0,60284,"(23.38, 102.33)",68
26204,90934,0,77906,"(77.02, 38.53)",152
26205,90935,0,190907,"(41.18, 2.06)",163
26206,90943,0,32867,"(40.02, 32.54)",143
26207,90944,0,156351,"(30.0, 31.17)",26
26208,90945,0,77615,"(37.35, 127.03)",163
26209,90949,0,11507,"(30.0, 31.17)",83
26210,90953,0,170872,"(48.08, 11.35)",83
26211,90955,0,83571,"(77.02, 38.53)",26
26212,90956,0,110594,"(47.56, 15.47)",26
26213,90966,0,17369,"(35.42, 139.0)",214
26214,90968,0,54240,"(77.02, 38.53)",26
26215,90973,0,122969,"(23.38, 102.33)",26
26216,90973,0,123343,"(77.02, 38.53)",82
26217,90988,0,30118,"(77.02, 38.53)",107
26218,90989,0,26707,"(41.18, 2.06)",82
26219,90993,0,42278,"(77.02, 38.53)",140
26220,90994,0,297970,"(77.02, 38.53)",31
26221,90994,0,27393,"(35.42, 139.0)",82
26222,90996,1,25403,"(28.36, 77.12)",82
26223,90996,0,180583,"(35.42, 139.0)",214
26224,90998,0,175247,"(51.3, 0.07)",31
26225,91011,0,29274,"(77.02, 38.53)",145
26226,91012,0,38442,"(77.02, 38.53)",145
26227,91023,0,79845,"(77.02, 38.53)",129
26228,91025,0,200177,"(6.12, 106.5)",14
26229,91027,0,17751,"(48.08, 11.35)",14
26230,91039,0,114874,"(35.42, 139.0)",138
26231,91041,0,34948,"(47.56, 15.47)",145
26232,91043,0,112777,"(48.08, 11.35)",174
26233,91046,0,75802,"(47.56, 15.47)",6
26234,91047,0,120050,"(21.3, 39.1)",157
26235,91049,0,77610,"(35.42, 139.0)",191
26236,91061,0,8169,"(77.02, 38.53)",163
26237,91067,0,147097,"(35.42, 139.0)",174
26238,91071,0,110282,"(13.5, 100.29)",189
26239,91075,0,38917,"(77.02, 38.53)",145
26240,91078,0,94818,"(21.3, 39.1)",145
26241,91086,0,118652,"(21.3, 39.1)",143
26242,91087,0,179898,"(34.2, 58.3)",157
26243,91095,0,6590,"(77.02, 38.53)",143
26244,91098,0,11872,"(34.2, 58.3)",104
26245,91099,0,73768,"(3.08, 101.42)",71
26246,91101,1,124538,"(28.36, 77.12)",71
26247,91104,0,96987,"(6.12, 106.5)",14
26248,91109,0,117713,"(77.02, 38.53)",191
26249,91111,0,148684,"(35.42, 139.0)",209
26250,91113,0,51949,"(51.3, 0.07)",104
26251,91114,0,12317,"(47.56, 15.47)",209
26252,91124,0,24038,"(77.02, 38.53)",209
26253,91129,0,166442,"(35.42, 139.0)",145
26254,91134,0,97670,"(77.02, 38.53)",152
26255,91134,0,28515,"(48.51, 2.2)",145
26256,91135,1,26953,"(21.3, 39.1)",152
26257,91135,0,164134,"(35.42, 139.0)",152
26258,91136,0,152972,"(37.35, 127.03)",145
26259,91138,0,27385,"(35.42, 139.0)",24
26260,91145,1,523159,"(23.38, 102.33)",37
26261,91148,0,34860,"(77.02, 38.53)",6
26262,91149,0,156308,"(47.56, 15.47)",145
26263,91155,0,234393,"(23.38, 102.33)",145
26264,91156,0,161190,"(28.36, 77.12)",103
26265,91158,0,2146,"(28.36, 77.12)",24
26266,91160,0,33606,"(47.56, 15.47)",74
26267,91162,0,128530,"(28.36, 77.12)",128
26268,91165,0,24044,"(77.02, 38.53)",157
26269,91171,0,24721,"(6.12, 106.5)",74
26270,91176,0,11822,"(77.02, 38.53)",154
26271,91181,0,23514,"(30.0, 31.17)",128
26272,91182,0,131428,"(77.02, 38.53)",101
26273,91183,0,37278,"(6.12, 106.5)",103
26274,91186,0,83425,"(47.56, 15.47)",9
26275,91187,0,107163,"(6.12, 106.5)",129
26276,91188,0,47070,"(23.38, 102.33)",68
26277,91190,0,100900,"(51.3, 0.07)",154
26278,91191,0,81660,"(51.3, 0.07)",83
26279,91194,0,110950,"(77.02, 38.53)",145
26280,91195,0,42888,"(77.02, 38.53)",209
26281,91201,1,199916,"(35.42, 139.0)",71
26282,91205,0,499347,"(6.12, 106.5)",130
26283,91212,0,19068,"(28.36, 77.12)",9
26284,91213,0,34513,"(35.42, 139.0)",6
26285,91214,0,167042,"(3.08, 101.42)",104
26286,91233,0,134264,"(40.02, 32.54)",174
26287,91240,0,207591,"(35.42, 139.0)",215
26288,91241,0,77672,"(13.5, 100.29)",154
26289,91242,0,112863,"(35.42, 139.0)",154
26290,91244,0,110209,"(23.38, 102.33)",145
26291,91245,0,157781,"(77.02, 38.53)",103
26292,91248,0,272072,"(77.02, 38.53)",145
26293,91251,0,6317,"(48.51, 2.2)",191
26294,91256,0,118321,"(35.42, 139.0)",140
26295,91258,0,64711,"(47.56, 15.47)",59
26296,91261,0,206395,"(77.02, 38.53)",145
26297,91262,0,56800,"(35.42, 139.0)",145
26298,91263,0,23876,"(28.36, 77.12)",37
26299,91264,0,184388,"(49.13, 123.06)",59
26300,91275,0,26746,"(47.56, 15.47)",100
26301,91277,0,56876,"(35.42, 139.0)",140
26302,91279,0,59463,"(6.12, 106.5)",100
26303,91282,0,179381,"(28.36, 77.12)",143
26304,91286,0,30117,"(51.3, 0.07)",140
26305,91286,0,34348,"(77.02, 38.53)",174
26306,91295,0,171682,"(23.38, 102.33)",153
26307,91297,0,116329,"(21.3, 39.1)",209
26308,91302,0,13599,"(21.3, 39.1)",59
26309,91303,0,144451,"(35.42, 139.0)",209
26310,91312,0,10637,"(21.3, 39.1)",174
26311,91313,0,10273,"(35.42, 139.0)",59
26312,91316,0,130735,"(21.3, 39.1)",59
26313,91322,0,125382,"(35.42, 139.0)",128
26314,91329,1,66225,"(77.02, 38.53)",145
26315,91332,0,56807,"(28.36, 77.12)",68
26316,91332,0,214136,"(77.02, 38.53)",154
26317,91352,0,42072,"(28.36, 77.12)",154
26318,91353,0,252389,"(47.56, 15.47)",154
26319,91354,0,14277,"(77.02, 38.53)",107
26320,91355,0,102541,"(77.02, 38.53)",63
26321,91356,0,12177,"(35.42, 139.0)",143
26322,91359,0,130194,"(48.51, 2.2)",76
26323,91359,0,83920,"(6.12, 106.5)",76
26324,91359,0,102442,"(21.3, 39.1)",76
26325,91361,0,9917,"(49.13, 123.06)",63
26326,91367,0,71104,"(77.02, 38.53)",130
26327,91370,0,29140,"(13.5, 100.29)",215
26328,91371,0,67252,"(13.5, 100.29)",153
26329,91371,0,452293,"(77.02, 38.53)",215
26330,91372,0,60043,"(37.35, 127.03)",15
26331,91390,0,84758,"(37.35, 127.03)",103
26332,91401,0,28556,"(21.3, 39.1)",63
26333,91402,0,69251,"(77.02, 38.53)",63
26334,91407,0,249603,"(77.02, 38.53)",63
26335,91410,0,134697,"(14.37, 121.0)",102
26336,91415,0,78499,"(77.02, 38.53)",102
26337,91418,0,21179,"(40.02, 32.54)",209
26338,91422,0,31866,"(48.51, 2.2)",209
26339,91436,0,138012,"(77.02, 38.53)",23
26340,91439,0,104245,"(6.12, 106.5)",24
26341,91445,0,71048,"(77.02, 38.53)",154
26342,91453,0,154329,"(28.36, 77.12)",153
26343,91458,0,160758,"(23.38, 102.33)",215
26344,91460,0,37610,"(34.2, 58.3)",102
26345,91460,0,167124,"(49.13, 123.06)",24
26346,91476,0,61039,"(37.35, 127.03)",153
26347,91479,0,88911,"(37.35, 127.03)",127
26348,91487,0,68620,"(48.08, 11.35)",94
26349,91490,0,54331,"(77.02, 38.53)",23
26350,91490,0,112271,"(40.02, 32.54)",23
26351,91510,0,23777,"(41.18, 2.06)",15
26352,91516,0,6718,"(48.51, 2.2)",140
26353,91518,1,88533,"(77.02, 38.53)",76
26354,91521,0,106060,"(13.5, 100.29)",215
26355,91521,0,49356,"(77.02, 38.53)",130
26356,91521,0,121842,"(48.08, 11.35)",215
26357,91522,0,79038,"(6.15, 75.36)",102
26358,91526,0,32341,"(48.51, 2.2)",14
26359,91551,0,192632,"(77.02, 38.53)",154
26360,91552,0,47802,"(51.3, 0.07)",102
26361,91557,0,50452,"(34.2, 58.3)",215
26362,91564,0,173929,"(51.3, 0.07)",154
26363,91567,0,152153,"(51.3, 0.07)",59
26364,91568,0,118728,"(35.42, 139.0)",215
26365,91572,0,104418,"(77.02, 38.53)",15
26366,91582,0,133528,"(77.02, 38.53)",128
26367,91589,0,201410,"(21.3, 39.1)",24
26368,91591,0,73248,"(28.36, 77.12)",160
26369,91595,0,168668,"(35.42, 139.0)",62
26370,91599,0,156835,"(23.38, 102.33)",154
26371,91606,0,21575,"(21.3, 39.1)",74
26372,91612,0,137805,"(35.42, 139.0)",103
26373,91625,0,128386,"(37.35, 127.03)",38
26374,91627,0,47355,"(30.0, 31.17)",38
26375,91630,0,164090,"(21.3, 39.1)",38
26376,91632,0,47804,"(21.3, 39.1)",191
26377,91632,0,37517,"(77.02, 38.53)",38
26378,91635,0,150855,"(77.02, 38.53)",76
26379,91639,0,94612,"(13.5, 100.29)",76
26380,91641,0,95820,"(35.42, 139.0)",71
26381,91649,0,160102,"(14.37, 121.0)",94
26382,91652,0,129049,"(77.02, 38.53)",24
26383,91652,0,57384,"(21.3, 39.1)",170
26384,91661,0,37129,"(28.36, 77.12)",103
26385,91664,0,59217,"(41.18, 2.06)",103
26386,91667,0,123525,"(77.02, 38.53)",102
26387,91677,0,19182,"(77.02, 38.53)",94
26388,91680,1,26492,"(3.08, 101.42)",102
26389,91680,0,83019,"(51.3, 0.07)",65
26390,91682,0,32733,"(51.3, 0.07)",82
26391,91682,0,32042,"(77.02, 38.53)",98
26392,91687,0,86893,"(77.02, 38.53)",98
26393,91689,0,146548,"(13.5, 100.29)",98
26394,91691,1,97567,"(47.56, 15.47)",76
26395,91692,0,282065,"(28.36, 77.12)",102
26396,91698,0,50708,"(48.08, 11.35)",53
26397,91699,0,47268,"(14.37, 121.0)",100
26398,91701,0,35307,"(35.42, 139.0)",160
26399,91708,0,19078,"(51.3, 0.07)",214
26400,91726,0,44954,"(77.02, 38.53)",24
26401,91731,0,160287,"(77.02, 38.53)",98
26402,91735,0,119301,"(77.02, 38.53)",94
26403,91740,0,26615,"(35.42, 139.0)",193
26404,91745,0,20536,"(77.02, 38.53)",35
26405,91757,0,66035,"(40.02, 32.54)",143
26406,91757,0,80756,"(13.5, 100.29)",74
26407,91759,0,39868,"(35.42, 139.0)",76
26408,91784,1,73017,"(35.42, 139.0)",43
26409,91785,0,38680,"(47.56, 15.47)",94
26410,91785,0,65911,"(48.08, 11.35)",43
26411,91787,1,92573,"(35.42, 139.0)",94
26412,91789,1,20313,"(40.02, 32.54)",53
26413,91799,0,248692,"(37.35, 127.03)",31
26414,91804,0,83670,"(77.02, 38.53)",214
26415,91813,0,281791,"(47.56, 15.47)",198
26416,91821,0,215307,"(23.38, 102.33)",114
26417,91823,0,62026,"(77.02, 38.53)",193
26418,91828,0,41276,"(13.5, 100.29)",214
26419,91830,0,5932,"(35.42, 139.0)",167
26420,91831,0,7983,"(51.3, 0.07)",214
26421,91831,0,32697,"(77.02, 38.53)",214
26422,91834,0,99182,"(35.42, 139.0)",76
26423,91846,0,63726,"(77.02, 38.53)",138
26424,91859,0,176299,"(48.51, 2.2)",82
26425,91863,0,16983,"(35.42, 139.0)",101
26426,91866,0,58174,"(35.42, 139.0)",214
26427,91868,0,195492,"(51.3, 0.07)",210
26428,91868,0,244986,"(23.38, 102.33)",173
26429,91871,0,136393,"(47.56, 15.47)",214
26430,91871,0,72381,"(41.18, 2.06)",214
26431,91877,1,243863,"(35.42, 139.0)",59
26432,91877,0,47225,"(6.12, 106.5)",59
26433,91882,0,145002,"(35.42, 139.0)",76
26434,91886,0,35206,"(6.12, 106.5)",76
26435,91895,0,72294,"(35.42, 139.0)",214
26436,91897,0,109714,"(23.38, 102.33)",132
26437,91900,0,180341,"(47.56, 15.47)",35
26438,91908,0,111212,"(6.12, 106.5)",210
26439,91908,0,9523,"(35.42, 139.0)",82
26440,91909,0,39833,"(35.42, 139.0)",59
26441,91912,0,63722,"(3.08, 101.42)",210
26442,91916,0,44521,"(51.3, 0.07)",2
26443,91918,0,175027,"(35.42, 139.0)",210
26444,91919,0,18811,"(40.02, 32.54)",132
26445,91920,0,31600,"(77.02, 38.53)",13
26446,91920,0,50000,"(6.15, 75.36)",82
26447,91921,0,42681,"(77.02, 38.53)",76
26448,91928,0,476056,"(35.42, 139.0)",127
26449,91929,0,88096,"(40.02, 32.54)",214
26450,91935,0,48168,"(35.42, 139.0)",101
26451,91938,0,93910,"(47.56, 15.47)",75
26452,91944,0,35849,"(35.42, 139.0)",140
26453,91948,1,302690,"(47.56, 15.47)",173
26454,91963,0,192347,"(41.18, 2.06)",133
26455,91965,0,18129,"(35.42, 139.0)",193
26456,91970,0,237559,"(77.02, 38.53)",71
26457,91976,1,100688,"(41.18, 2.06)",132
26458,91981,0,104297,"(28.36, 77.12)",132
26459,91982,0,49273,"(40.02, 32.54)",71
26460,91984,0,36338,"(77.02, 38.53)",133
26461,91986,0,20307,"(77.02, 38.53)",107
26462,91996,0,24198,"(41.18, 2.06)",127
26463,92004,0,111009,"(77.02, 38.53)",215
26464,92004,0,90803,"(77.02, 38.53)",215
26465,92020,0,78797,"(77.02, 38.53)",71
26466,92020,0,126970,"(40.02, 32.54)",71
26467,92033,0,109399,"(40.02, 32.54)",189
26468,92038,0,77603,"(28.36, 77.12)",59
26469,92040,0,14008,"(35.42, 139.0)",53
26470,92042,0,32983,"(28.36, 77.12)",75
26471,92043,0,139764,"(77.02, 38.53)",59
26472,92054,0,43898,"(77.02, 38.53)",97
26473,92062,0,9945,"(35.42, 139.0)",59
26474,92062,0,117390,"(30.0, 31.17)",59
26475,92066,0,67985,"(6.12, 106.5)",133
26476,92066,0,134056,"(48.51, 2.2)",43
26477,92070,0,83744,"(37.35, 127.03)",145
26478,92071,0,120142,"(35.42, 139.0)",132
26479,92072,0,30768,"(23.38, 102.33)",145
26480,92075,0,201005,"(21.3, 39.1)",157
26481,92077,0,23435,"(77.02, 38.53)",62
26482,92077,0,19791,"(77.02, 38.53)",62
26483,92086,1,35336,"(47.56, 15.47)",26
26484,92087,0,215990,"(6.15, 75.36)",158
26485,92088,0,58289,"(28.36, 77.12)",158
26486,92088,0,240490,"(35.42, 139.0)",193
26487,92090,0,92391,"(47.56, 15.47)",161
26488,92090,0,7540,"(77.02, 38.53)",158
26489,92090,0,10267,"(48.51, 2.2)",193
26490,92097,0,25766,"(40.02, 32.54)",214
26491,92098,0,211467,"(35.42, 139.0)",214
26492,92098,0,79060,"(41.18, 2.06)",62
26493,92098,0,144767,"(77.02, 38.53)",170
26494,92100,0,85344,"(30.0, 31.17)",213
26495,92104,0,24571,"(40.02, 32.54)",104
26496,92107,0,184779,"(41.18, 2.06)",140
26497,92107,0,52896,"(77.02, 38.53)",214
26498,92107,0,47682,"(49.13, 123.06)",213
26499,92108,0,30424,"(77.02, 38.53)",132
26500,92109,1,90752,"(35.42, 139.0)",161
26501,92112,0,154918,"(49.13, 123.06)",161
26502,92114,1,75752,"(13.5, 100.29)",158
26503,92116,0,148597,"(77.02, 38.53)",76
26504,92118,0,162206,"(77.02, 38.53)",76
26505,92119,0,30327,"(77.02, 38.53)",26
26506,92123,0,150925,"(77.02, 38.53)",214
26507,92133,0,8249,"(28.36, 77.12)",101
26508,92136,0,68497,"(23.38, 102.33)",172
26509,92138,1,148538,"(48.51, 2.2)",163
26510,92144,0,143200,"(77.02, 38.53)",26
26511,92144,0,10794,"(3.08, 101.42)",214
